timestamp,detected_object,confidence_level,spray_status
"11/13/2025, 8:00:21 PM",snail-infested crops,68.8,off
"11/13/2025, 8:00:29 PM",snail-infested crops,64.4,off
"11/13/2025, 8:00:53 PM",snail-infested crops,64.8,off
"11/13/2025, 8:01:03 PM",snail-infested crops,63.4,off
"11/13/2025, 8:01:13 PM",snail-infested crops,54.8,off
"11/13/2025, 8:01:23 PM",snail-infested crops,67.4,off
"11/13/2025, 8:01:34 PM",snail-infested crops,50.1,off
"11/13/2025, 8:01:36 PM",dead crops,61.3,off
"11/13/2025, 8:01:38 PM",snail-infested crops,63.9,off
"11/13/2025, 8:01:43 PM",dead crops,69.5,off
"11/13/2025, 8:01:44 PM",snail-infested crops,54.7,off
"11/13/2025, 8:01:44 PM",snail-infested crops,51.8,off
"11/13/2025, 8:06:15 PM",dead crops,52.6,off
"11/13/2025, 8:07:15 PM",snail-infested crops,54,off
"11/13/2025, 8:08:15 PM",dead crops,55.6,off
"11/13/2025, 8:12:17 PM",dead crops,62.8,off
"11/13/2025, 8:14:17 PM",snail-infested crops,62.2,off
"11/13/2025, 8:38:03 PM",snail-infested crops,62.4,off
"11/13/2025, 8:38:25 PM",snail-infested crops,58.1,off
"11/13/2025, 8:38:40 PM",snail-infested crops,53.8,off
"11/13/2025, 8:38:43 PM",snail-infested crops,74.2,off
"11/13/2025, 8:38:51 PM",snail-infested crops,56.2,off
"11/13/2025, 8:38:55 PM",snail-infested crops,51.6,off
"11/13/2025, 8:39:00 PM",snail-infested crops,71.6,off
"11/13/2025, 8:39:03 PM",snail-infested crops,50.7,off
"11/13/2025, 8:39:06 PM",snail-infested crops,56.9,off
"11/13/2025, 8:39:08 PM",snail-infested crops,56.7,off
"11/13/2025, 8:39:11 PM",snail-infested crops,56.7,off
"11/13/2025, 8:39:44 PM",snail-infested crops,75,off
"11/13/2025, 8:39:44 PM",snail-infested crops,59.6,off
"11/13/2025, 8:39:47 PM",snail-infested crops,71.8,off
"11/13/2025, 8:39:51 PM",snail-infested crops,52.6,off
"11/13/2025, 8:40:03 PM",snail-infested crops,64.6,off
"11/13/2025, 8:40:07 PM",stressed crops,83,off
"11/13/2025, 8:40:10 PM",stressed crops,51.7,off
"11/13/2025, 8:40:17 PM",snail-infested crops,61.1,off
"11/13/2025, 8:40:19 PM",stressed crops,59.1,off
"11/13/2025, 8:40:22 PM",stressed crops,91.4,off
"11/13/2025, 8:40:22 PM",stressed crops,81.2,off
"11/13/2025, 8:40:26 PM",stressed crops,91.4,off
"11/13/2025, 8:40:26 PM",stressed crops,81.2,off
"11/13/2025, 8:40:27 PM",stressed crops,91.4,off
"11/13/2025, 8:40:27 PM",stressed crops,81.2,off
"11/13/2025, 8:40:31 PM",stressed crops,89.7,off
"11/13/2025, 8:40:31 PM",stressed crops,81.6,off
"11/13/2025, 8:40:34 PM",stressed crops,87.5,off
"11/13/2025, 8:40:34 PM",stressed crops,53.8,off
"11/13/2025, 8:40:37 PM",stressed crops,87.5,off
"11/13/2025, 8:40:37 PM",stressed crops,53.8,off
"11/13/2025, 8:40:40 PM",stressed crops,88.6,off
"11/13/2025, 8:40:40 PM",stressed crops,57.6,off
"11/13/2025, 8:40:44 PM",stressed crops,83,off
"11/13/2025, 8:40:49 PM",stressed crops,86.2,off
"11/13/2025, 8:40:49 PM",stressed crops,73.5,off
"11/13/2025, 8:40:52 PM",stressed crops,86.2,off
"11/13/2025, 8:40:52 PM",stressed crops,73.5,off
"11/13/2025, 8:40:54 PM",stressed crops,88,off
"11/13/2025, 8:40:54 PM",stressed crops,54.2,off
"11/13/2025, 8:40:57 PM",stressed crops,85.6,off
"11/13/2025, 8:40:57 PM",stressed crops,55.2,off
"11/13/2025, 8:40:57 PM",snail-infested crops,54.3,off
"11/13/2025, 8:41:00 PM",stressed crops,84.9,off
"11/13/2025, 8:41:00 PM",stressed crops,51.1,off
"11/13/2025, 8:41:02 PM",stressed crops,89.5,off
"11/13/2025, 8:41:04 PM",stressed crops,88.1,off
"11/13/2025, 8:41:04 PM",stressed crops,60.3,off
"11/13/2025, 8:41:04 PM",stressed crops,52.7,off
"11/13/2025, 8:41:07 PM",stressed crops,80.4,off
"11/13/2025, 8:41:07 PM",stressed crops,58.6,off
"11/13/2025, 8:41:09 PM",stressed crops,64.4,off
"11/13/2025, 8:41:09 PM",stressed crops,55.4,off
"11/13/2025, 8:41:12 PM",stressed crops,71.2,off
"11/13/2025, 8:41:14 PM",stressed crops,78.3,off
"11/13/2025, 8:41:18 PM",stressed crops,76.6,off
"11/13/2025, 8:41:18 PM",stressed crops,52.5,off
"11/13/2025, 8:41:19 PM",stressed crops,75.2,off
"11/13/2025, 8:41:19 PM",stressed crops,54.2,off
"11/13/2025, 8:41:23 PM",stressed crops,66.6,off
"11/13/2025, 8:41:23 PM",stressed crops,59.7,off
"11/13/2025, 8:41:24 PM",stressed crops,69.2,off
"11/13/2025, 8:41:24 PM",stressed crops,60.7,off
"11/13/2025, 8:41:29 PM",stressed crops,72,off
"11/13/2025, 8:41:35 PM",stressed crops,77.4,off
"11/13/2025, 8:41:42 PM",snail-infested crops,90.3,off
"11/13/2025, 8:41:44 PM",snail-infested crops,88.9,off
"11/13/2025, 8:41:47 PM",snail-infested crops,83.8,off
"11/13/2025, 8:41:52 PM",snail-infested crops,90.6,off
"11/13/2025, 8:41:58 PM",snail-infested crops,94.3,off
"11/13/2025, 8:42:02 PM",snail-infested crops,90.5,off
"11/13/2025, 8:42:07 PM",snail-infested crops,90.7,off
"11/13/2025, 8:42:12 PM",snail-infested crops,86.4,off
"11/13/2025, 8:42:17 PM",snail-infested crops,76.9,off
"11/13/2025, 8:42:19 PM",snail-infested crops,80.5,off
"11/13/2025, 8:42:24 PM",snail-infested crops,52,off
"11/13/2025, 8:42:28 PM",snail-infested crops,53.3,off
"11/13/2025, 8:42:37 PM",snail-infested crops,74.7,off
"11/13/2025, 8:42:40 PM",stressed crops,80.8,off
"11/13/2025, 8:42:42 PM",stressed crops,51,off
"11/13/2025, 8:42:49 PM",stressed crops,64.3,off
"11/13/2025, 8:42:55 PM",dead crops,52.7,off
"11/13/2025, 8:42:58 PM",stressed crops,59.8,off
"11/13/2025, 8:42:59 PM",snail-infested crops,62.7,off
"11/13/2025, 8:43:04 PM",stressed crops,70.9,off
"11/13/2025, 8:43:08 PM",snail-infested crops,60.7,off
"11/13/2025, 8:43:12 PM",stressed crops,65.2,off
"11/13/2025, 8:43:17 PM",stressed crops,65.1,off
"11/13/2025, 8:43:24 PM",stressed crops,63,off
"11/13/2025, 8:43:30 PM",stressed crops,62.9,off
"11/13/2025, 8:43:32 PM",stressed crops,61.2,off
"11/13/2025, 8:43:35 PM",stressed crops,66.3,off
"11/13/2025, 8:43:37 PM",dead crops,54.1,off
"11/13/2025, 8:43:40 PM",dead crops,56.3,off
"11/13/2025, 8:43:44 PM",stressed crops,69,off
"11/13/2025, 8:43:50 PM",snail-infested crops,67,off
"11/13/2025, 8:43:52 PM",dead crops,63.8,off
"11/13/2025, 8:43:55 PM",dead crops,52.5,off
"11/13/2025, 8:43:57 PM",stressed crops,67.2,off
"11/13/2025, 8:43:59 PM",stressed crops,67.2,off
"11/13/2025, 8:44:03 PM",snail-infested crops,56.1,off
"11/13/2025, 8:44:07 PM",stressed crops,52.6,off
"11/13/2025, 8:44:09 PM",stressed crops,61.8,off
"11/13/2025, 8:44:14 PM",snail-infested crops,59.4,off
"11/13/2025, 8:44:17 PM",snail-infested crops,76.8,off
"11/13/2025, 8:44:22 PM",stressed crops,59,off
"11/13/2025, 8:44:24 PM",stressed crops,59,off
"11/13/2025, 8:44:28 PM",stressed crops,71.1,off
"11/13/2025, 8:44:30 PM",stressed crops,76,off
"11/13/2025, 8:44:33 PM",stressed crops,76.7,off
"11/13/2025, 8:44:34 PM",stressed crops,63.9,off
"11/13/2025, 8:44:42 PM",snail-infested crops,63.2,off
"11/13/2025, 8:44:47 PM",snail-infested crops,55.2,off
"11/13/2025, 8:44:52 PM",stressed crops,56.5,off
"11/13/2025, 8:44:54 PM",stressed crops,52.4,off
"11/13/2025, 8:45:34 PM",healthy crops,65.9,off
"11/13/2025, 8:45:34 PM",snail-infested crops,64.8,off
"11/13/2025, 8:45:37 PM",healthy crops,65.9,off
"11/13/2025, 8:45:37 PM",snail-infested crops,64.8,off
"11/13/2025, 8:45:39 PM",snail-infested crops,85.5,off
"11/13/2025, 8:45:39 PM",stressed crops,51.8,off
"11/13/2025, 8:45:42 PM",snail-infested crops,85.4,off
"11/13/2025, 8:45:42 PM",stressed crops,51.8,off
"11/13/2025, 8:45:44 PM",stressed crops,83.1,off
"11/13/2025, 8:45:47 PM",stressed crops,57.2,off
"11/13/2025, 8:45:47 PM",stressed crops,50.9,off
"11/13/2025, 8:45:49 PM",stressed crops,69.2,off
"11/13/2025, 8:45:49 PM",snail-infested crops,65.3,off
"11/13/2025, 8:45:52 PM",stressed crops,73.4,off
"11/13/2025, 8:45:54 PM",stressed crops,90.9,off
"11/13/2025, 8:45:57 PM",stressed crops,72.3,off
"11/13/2025, 8:46:00 PM",stressed crops,66.1,off
"11/13/2025, 8:46:02 PM",stressed crops,60.4,off
"11/13/2025, 8:46:04 PM",stressed crops,60.4,off
"11/13/2025, 8:46:09 PM",stressed crops,66.1,off
"11/13/2025, 8:50:05 PM",snail-infested crops,90.1,off
"11/13/2025, 8:50:05 PM",healthy crops,79.6,off
"11/13/2025, 8:50:08 PM",snail-infested crops,94.4,off
"11/13/2025, 8:50:08 PM",healthy crops,71.5,off
"11/13/2025, 8:50:10 PM",snail-infested crops,94.4,off
"11/13/2025, 8:50:10 PM",healthy crops,71.5,off
"11/13/2025, 8:50:13 PM",snail-infested crops,91.3,off
"11/13/2025, 8:50:13 PM",healthy crops,86.5,off
"11/13/2025, 8:50:15 PM",snail-infested crops,91.2,off
"11/13/2025, 8:50:15 PM",healthy crops,86.5,off
"11/13/2025, 8:50:18 PM",snail-infested crops,91.2,off
"11/13/2025, 8:50:18 PM",healthy crops,86.5,off
"11/13/2025, 8:50:20 PM",snail-infested crops,94,off
"11/13/2025, 8:50:20 PM",healthy crops,66.6,off
"11/13/2025, 8:50:23 PM",snail-infested crops,70.2,off
"11/13/2025, 8:50:23 PM",stressed crops,63.3,off
"11/13/2025, 8:50:25 PM",stressed crops,58.9,off
"11/13/2025, 8:50:25 PM",snail-infested crops,57.5,off
"11/13/2025, 8:50:28 PM",dead crops,54.7,off
"11/13/2025, 8:50:30 PM",snail-infested crops,59.6,off
"11/13/2025, 8:50:30 PM",stressed crops,51.2,off
"11/13/2025, 8:50:33 PM",dead crops,70.4,off
"11/13/2025, 8:50:33 PM",snail-infested crops,62.8,off
"11/13/2025, 8:50:36 PM",snail-infested crops,51.3,off
"11/13/2025, 8:50:38 PM",dead crops,53.6,off
"11/13/2025, 8:50:40 PM",stressed crops,69.7,off
"11/13/2025, 8:50:50 PM",snail-infested crops,81.3,off
"11/13/2025, 8:50:50 PM",snail-infested crops,72.5,off
"11/13/2025, 8:50:53 PM",stressed crops,62.9,off
"11/13/2025, 8:50:55 PM",healthy crops,54.3,off
"11/13/2025, 8:50:55 PM",stressed crops,50.4,off
"11/13/2025, 8:50:58 PM",stressed crops,61.9,off
"11/13/2025, 8:50:58 PM",stressed crops,59.3,off
"11/13/2025, 8:51:00 PM",stressed crops,78.2,off
"11/13/2025, 8:51:03 PM",stressed crops,56.8,off
"11/13/2025, 8:51:06 PM",stressed crops,53.5,off
"11/13/2025, 8:51:06 PM",healthy crops,50.2,off
"11/13/2025, 8:51:08 PM",stressed crops,62.7,off
"11/13/2025, 8:51:20 PM",snail-infested crops,59.8,off
"11/13/2025, 8:51:23 PM",snail-infested crops,70.1,off
"11/13/2025, 8:51:23 PM",stressed crops,65.6,off
"11/13/2025, 8:51:23 PM",healthy crops,58.5,off
"11/13/2025, 8:51:25 PM",stressed crops,88.8,off
"11/13/2025, 8:51:28 PM",stressed crops,88.6,off
"11/13/2025, 8:51:31 PM",stressed crops,89.9,off
"11/13/2025, 8:51:31 PM",snail-infested crops,64.7,off
"11/13/2025, 8:51:34 PM",stressed crops,80.1,off
"11/13/2025, 8:51:35 PM",stressed crops,82.2,off
"11/13/2025, 8:51:35 PM",snail-infested crops,61.9,off
"11/13/2025, 8:51:35 PM",healthy crops,56.9,off
"11/13/2025, 8:51:35 PM",stressed crops,50,off
"11/13/2025, 8:51:38 PM",stressed crops,92,off
"11/13/2025, 8:51:40 PM",stressed crops,91.8,off
"11/13/2025, 8:51:40 PM",stressed crops,57.8,off
"11/13/2025, 8:51:43 PM",stressed crops,78.4,off
"11/13/2025, 8:51:43 PM",snail-infested crops,57.6,off
"11/13/2025, 8:51:45 PM",stressed crops,83.1,off
"11/13/2025, 8:51:45 PM",snail-infested crops,59,off
"11/13/2025, 8:51:50 PM",stressed crops,66.1,off
"11/13/2025, 8:51:53 PM",stressed crops,84.3,off
"11/13/2025, 8:52:01 PM",healthy crops,70.2,off
"11/13/2025, 8:52:03 PM",healthy crops,90.1,off
"11/13/2025, 8:52:08 PM",healthy crops,75.1,off
"11/13/2025, 8:52:11 PM",healthy crops,78.9,off
"11/13/2025, 8:52:15 PM",healthy crops,58.1,off
"11/13/2025, 8:52:20 PM",stressed crops,51.8,off
"11/13/2025, 8:52:25 PM",healthy crops,72.1,off
"11/13/2025, 8:52:30 PM",healthy crops,67.5,off
"11/13/2025, 8:52:38 PM",dead crops,85.8,off
"11/13/2025, 8:52:43 PM",dead crops,92.2,off
"11/13/2025, 8:53:17 PM",stressed crops,89.3,off
"11/13/2025, 8:53:17 PM",stressed crops,71.7,off
"11/13/2025, 8:53:19 PM",stressed crops,80.2,off
"11/13/2025, 8:53:22 PM",stressed crops,77,off
"11/13/2025, 8:53:24 PM",stressed crops,87.6,off
"11/13/2025, 8:53:24 PM",stressed crops,63.9,off
"11/13/2025, 8:53:27 PM",stressed crops,59.4,off
"11/13/2025, 8:53:29 PM",stressed crops,73.1,off
"11/13/2025, 8:53:34 PM",stressed crops,57.1,off
"11/13/2025, 8:53:37 PM",stressed crops,59.9,off
"11/13/2025, 8:53:40 PM",stressed crops,50.6,off
"11/13/2025, 8:53:42 PM",stressed crops,65.9,off
"11/13/2025, 8:53:44 PM",stressed crops,61.2,off
"11/13/2025, 8:53:47 PM",stressed crops,64.9,off
"11/13/2025, 8:53:52 PM",stressed crops,69,off
"11/13/2025, 8:53:54 PM",stressed crops,77.8,off
"11/13/2025, 8:53:59 PM",stressed crops,62.3,off
"11/13/2025, 8:54:04 PM",stressed crops,62.2,off
"11/13/2025, 8:54:09 PM",stressed crops,62.3,off
"11/13/2025, 8:56:02 PM",snail-infested crops,69.5,off
"11/13/2025, 8:56:06 PM",snail-infested crops,87.6,off
"11/13/2025, 8:56:08 PM",snail-infested crops,77.6,off
"11/13/2025, 8:56:10 PM",snail-infested crops,79.8,off
"11/13/2025, 8:56:12 PM",snail-infested crops,78.8,off
"11/13/2025, 8:56:15 PM",snail-infested crops,88.1,off
"11/13/2025, 8:56:18 PM",snail-infested crops,83.2,off
"11/13/2025, 8:56:18 PM",healthy crops,75.8,off
"11/13/2025, 8:56:20 PM",snail-infested crops,89.6,off
"11/13/2025, 8:56:20 PM",healthy crops,51.2,off
"11/13/2025, 8:56:23 PM",snail-infested crops,88.2,off
"11/13/2025, 8:56:25 PM",healthy crops,62.3,off
"11/13/2025, 8:56:28 PM",snail-infested crops,74.3,off
"11/13/2025, 8:56:30 PM",healthy crops,58.3,off
"11/13/2025, 8:56:34 PM",healthy crops,53.9,off
"11/13/2025, 8:56:35 PM",healthy crops,57.1,off
"11/13/2025, 8:56:35 PM",snail-infested crops,55.2,off
"11/13/2025, 8:56:40 PM",healthy crops,53.5,off
"11/13/2025, 8:56:42 PM",healthy crops,62.7,off
"11/13/2025, 8:56:42 PM",snail-infested crops,61.3,off
"11/13/2025, 8:56:45 PM",healthy crops,72.6,off
"11/13/2025, 8:56:45 PM",snail-infested crops,59.6,off
"11/13/2025, 8:56:47 PM",snail-infested crops,79.1,off
"11/13/2025, 8:56:47 PM",healthy crops,53.7,off
"11/13/2025, 8:56:52 PM",snail-infested crops,52,off
"11/13/2025, 8:56:55 PM",snail-infested crops,71.2,off
"11/13/2025, 8:56:55 PM",healthy crops,56.2,off
"11/13/2025, 8:56:57 PM",snail-infested crops,71.2,off
"11/13/2025, 8:56:57 PM",healthy crops,56.2,off
"11/13/2025, 8:57:00 PM",snail-infested crops,59,off
"11/13/2025, 8:57:00 PM",healthy crops,55.2,off
"11/13/2025, 8:57:02 PM",healthy crops,52,off
"11/13/2025, 8:57:05 PM",snail-infested crops,79.6,off
"11/13/2025, 8:57:05 PM",healthy crops,63.3,off
"11/13/2025, 8:57:07 PM",healthy crops,53.3,off
"11/13/2025, 8:57:11 PM",healthy crops,66.3,off
"11/13/2025, 8:57:13 PM",healthy crops,67.3,off
"11/13/2025, 8:57:15 PM",snail-infested crops,56.2,off
"11/13/2025, 8:57:15 PM",healthy crops,55,off
"11/13/2025, 8:57:17 PM",snail-infested crops,82,off
"11/13/2025, 8:57:17 PM",snail-infested crops,50.6,off
"11/13/2025, 8:57:35 PM",dead crops,50.7,off
"11/13/2025, 8:57:50 PM",snail-infested crops,56.2,off
"11/13/2025, 8:57:57 PM",snail-infested crops,81.1,off
"11/13/2025, 8:57:57 PM",snail-infested crops,69,off
"11/13/2025, 8:58:00 PM",snail-infested crops,75.9,off
"11/13/2025, 8:58:03 PM",snail-infested crops,84.3,off
"11/13/2025, 8:58:05 PM",snail-infested crops,77.9,off
"11/13/2025, 8:58:08 PM",snail-infested crops,68.5,off
"11/13/2025, 8:58:08 PM",dead crops,50,off
"11/13/2025, 8:58:12 PM",snail-infested crops,57,off
"11/13/2025, 8:58:15 PM",snail-infested crops,94.9,off
"11/13/2025, 8:58:18 PM",snail-infested crops,78,off
"11/13/2025, 8:58:18 PM",snail-infested crops,53,off
"11/13/2025, 8:58:20 PM",snail-infested crops,79.3,off
"11/13/2025, 8:58:20 PM",snail-infested crops,58.7,off
"11/13/2025, 8:58:22 PM",snail-infested crops,79.1,off
"11/13/2025, 8:58:22 PM",snail-infested crops,59.1,off
"11/13/2025, 8:58:25 PM",healthy crops,62.5,off
"11/13/2025, 8:58:27 PM",snail-infested crops,92.6,off
"11/13/2025, 8:58:30 PM",snail-infested crops,81.3,off
"11/13/2025, 8:58:32 PM",snail-infested crops,82.4,off
"11/13/2025, 8:58:35 PM",snail-infested crops,85.1,off
"11/13/2025, 8:58:37 PM",stressed crops,58.7,off
"11/13/2025, 8:58:42 PM",snail-infested crops,94.8,off
"11/13/2025, 8:58:45 PM",snail-infested crops,96.1,off
"11/13/2025, 8:58:48 PM",snail-infested crops,94.3,off
"11/13/2025, 8:58:50 PM",snail-infested crops,95.6,off
"11/13/2025, 8:58:53 PM",snail-infested crops,96,off
"11/13/2025, 8:58:55 PM",snail-infested crops,95.8,off
"11/13/2025, 8:58:57 PM",snail-infested crops,83.2,off
"11/13/2025, 8:59:02 PM",snail-infested crops,94.4,off
"11/13/2025, 8:59:05 PM",snail-infested crops,87.1,off
"11/13/2025, 8:59:10 PM",snail-infested crops,95.5,off
"11/13/2025, 8:59:13 PM",snail-infested crops,96,off
"11/13/2025, 8:59:15 PM",stressed crops,66.9,off
"11/13/2025, 8:59:20 PM",snail-infested crops,93.8,off
"11/13/2025, 8:59:26 PM",snail-infested crops,94.1,off
"11/13/2025, 8:59:27 PM",snail-infested crops,93.9,off
"11/13/2025, 8:59:30 PM",snail-infested crops,93.8,off
"11/13/2025, 8:59:32 PM",snail-infested crops,93.2,off
"11/13/2025, 8:59:37 PM",stressed crops,78.5,off
"11/13/2025, 8:59:40 PM",stressed crops,63.4,off
"11/13/2025, 8:59:45 PM",dead crops,78.5,off
"11/13/2025, 8:59:57 PM",stressed crops,83.1,off
"11/13/2025, 9:00:00 PM",stressed crops,65,off
"11/13/2025, 9:00:02 PM",stressed crops,74.8,off
"11/13/2025, 9:00:02 PM",stressed crops,73.8,off
"11/13/2025, 9:00:05 PM",stressed crops,69.6,off
"11/13/2025, 9:00:07 PM",stressed crops,85.4,off
"11/13/2025, 9:00:10 PM",stressed crops,80.9,off
"11/13/2025, 9:00:12 PM",dead crops,87.6,off
"11/13/2025, 9:00:15 PM",dead crops,74.4,off
"11/13/2025, 9:00:20 PM",stressed crops,82.8,off
"11/13/2025, 9:00:22 PM",stressed crops,82.4,off
"11/13/2025, 9:00:25 PM",stressed crops,86,off
"11/13/2025, 9:00:30 PM",dead crops,76.2,off
"11/13/2025, 9:00:30 PM",stressed crops,73.2,off
"11/13/2025, 9:00:33 PM",dead crops,68.7,off
"11/13/2025, 9:00:37 PM",snail-infested crops,65.2,off
"11/13/2025, 9:00:41 PM",snail-infested crops,77.9,off
"11/13/2025, 9:00:43 PM",dead crops,86,off
"11/13/2025, 9:00:45 PM",stressed crops,83.2,off
"11/13/2025, 9:00:50 PM",stressed crops,86.3,off
"11/13/2025, 9:00:53 PM",stressed crops,91.6,off
"11/13/2025, 9:00:58 PM",stressed crops,93.2,off
"11/13/2025, 9:01:00 PM",stressed crops,93.9,off
"11/13/2025, 9:01:02 PM",stressed crops,93.1,off
"11/13/2025, 9:01:05 PM",stressed crops,93.8,off
"11/13/2025, 9:01:10 PM",stressed crops,93.4,off
"11/13/2025, 9:01:12 PM",stressed crops,92.4,off
"11/13/2025, 9:01:15 PM",stressed crops,92.7,off
"11/13/2025, 9:01:20 PM",stressed crops,93.7,off
"11/13/2025, 9:01:25 PM",stressed crops,92.6,off
"11/13/2025, 9:01:27 PM",stressed crops,93.2,off